conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code,courseTopicSimilarity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/55cc1f3f-69fc-46ec-b24a-9708f6bd92b4,skill/competence,sector-specific,use software tools for site modelling,"use software tools for site modeling
utilise software tools for site modelling
develop site simulations using computer programmes
utilise software tools to model sites
develop site simulations using computer software
create site simulations using software
use software for site modelling
use software to model sites
perform site simulation activities using computer software
create site simulations using computer software
perform site modelling activities using computer programmes
utilise software to model sites",,released,2022-07-05T14:33:44.716Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use software and other modelling tools to create simulations of and develop scenarios for possible outcomes of site operations. Use the information gathered from simulations and models for analysis and decision making.,S5.6.3,0.51235414
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,knowledge,cross-sector,artificial neural networks,"ANN
neural networks
neural nets
artificial neural nets
NN",,released,2024-02-26T14:11:52.817Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",A network of artificial neurons composed for solving artificial intelligence problems. These computing systems are inspired by the biological neural networks that constitute brains. Understanding of its general model and its elements. Knowledge of its use possibilities for automation.,0619,0.5273211
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,knowledge,sector-specific,ASP.NET,ASP.NET framework,"ASP.NET 3.5
ASPX
ASP.net
ASP+
Aspx
ASP.NET 2.0",released,2023-06-09T16:07:58.414Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ASP.NET.",0613,0.4717269
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,skill/competence,cross-sector,manage quantitative data,"gather data
manage data quantitatively
organise data
handle numerical data
process data
present data
interpret data
managing quantitative data",,released,2024-02-09T17:29:13.7Z,"Excludes <a resource=""http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a"" typeOf=""http://data.europa.eu/esco/model#Skill"" href=""http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">process qualitative information</span></a>.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Gather, process and present quantitative data. Use the appropriate programs and methods for validating, organising and interpreting data.",T2.2,0.48846015
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5898d99a-62a4-4e10-a2e3-0d815ce44248,knowledge,sector-specific,cyber attack counter-measures,"network communications security measures
cyber defence mechanisms
cyber/digital/IT/ICT/information security controls
cybersecurity measures","SSL traffic
SHA
MD5
PKI
S/MIME",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Methods, technologies and techniques used to defend (detect, monitor and recover) against cyber attacks. These cyber attacks include several attack vectors such as malware, denial of service (DoS) attacks and phishing. Intrusion prevention systems (IPS), firewall, antivirus, intrusion detection systems (IDS), cybersecurity training, backup, Information Security Management System (ISM), multi-factor authentication and employ awareness, are some examples of the methods used.",1031,0.5332084
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/58d7a289-dafd-4363-833f-d1dc4140885e,knowledge,sector-specific,APL,APL programming paradigms,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in APL.",0613,0.5082664
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,knowledge,sector-specific,SQL,"Informix 4GL/SQL
Subquery
SEQUEL",,released,2025-07-31T09:45:14.168Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer language SQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the American National Standards Institute and the International Organization for Standardization.,0613,0.50793916
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,knowledge,sector-specific,SQL,"Informix 4GL/SQL
Subquery
SEQUEL",,released,2025-11-26T10:14:58.688Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer language SQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the American National Standards Institute and the International Organization for Standardization.,0613,0.50793916
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,knowledge,cross-sector,technical drawings,"technical drawing
scientific drawings
specialised drawings
mechanical drawings",,released,2023-12-04T16:27:19.445Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Drawing software and the various symbols, perspectives, units of measurement, notation systems, visual styles and page layouts used in technical drawings.",0732,0.49205855
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b26f08b-88bc-45f0-b901-530d7786466b,knowledge,cross-sector,scientific computing,"computational science
scientific computation",,released,2023-11-29T16:24:35.284Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The interdisciplinary field between computer science, mathematics and engineering. It concerns the employment of technical approaches and theoretical frameworks, and the use of computers, to address issues in science and engineering.",0688,0.6028358
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b776f2d-cac1-437e-badd-9871876209a5,skill/competence,sector-specific,develop geological databases,"create geological databases
developing of geological databases
geological database development
creating geological databases
geological database creation
development of geological databases
creating of geological databases
creation of geological databases
developing geological databases",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Develop geological databases in order to acquire and organise information.,S2.3.0,0.5142429
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,skill/competence,sector-specific,use object-oriented programming,utilise object-oriented programming,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Utilise specialised ICT tools for programming paradigm based on the concept of objects, which can contain data in the form of fields and code in the form of procedures. Use programming languages which support this method such as JAVA and C++.",S5.1.0,0.5798781
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c,knowledge,sector-specific,object-oriented modelling,"object-oriented paradigm
object-oriented modeling
knowledge of object-oriented modelling",,released,2024-02-29T16:42:55.336Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The object-oriented paradigm, which is based on classes, objects, methods and interfaces and their application in software design and analysis, programming organisation and techniques.",0613,0.582958
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c526c52-4f0a-4647-8c51-c91568acebb1,skill/competence,transversal,process spatial information,"exhibit three-dimensional imagination
show three-dimensional imagination
display three-dimensional imagination
demonstrate spatial intelligence
manage shape and space
work with shape and space
apply spatial reasoning
work with form and space
utilise spatial orientation
work with shapes and spaces","spatial imagination
spatial orientation
spatial thinking",released,2021-09-30T20:30:25.22Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Be able to mentally imagine the position and relationship of bodies in three-dimensional spaces, developing a good sense of proportion.",T1.2,0.45606756
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5c8aa481-9e7c-4f32-8197-a8b0fd7ca186,skill/competence,sector-specific,demonstrate functionality of software products,"establish functionality of software products
demonstrate functionality of a software product
display functionality of software products
demonstrating functionality of software products
show functionality of software products
demonstrate the functionality of software products
determine functionality of software products",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Demonstrate to customers the features and functionalities of software products.,S1.3.3,0.5026603
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5d74614d-32c8-4ca4-9818-6980e52424b1,skill/competence,sector-specific,plan software testing,oversee software testing plans,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Create and supervise tests plans. Decide on allocation of resources, tools and techniques. Set testing criteria for balancing incurred risks in case of remaining defects, adapt budgets and plan additional costs.",S4.2.5,0.55285716
